id,numero,commune,section,arpente,contenance
510300000B0026,26,51030,B,False,4954
510300000B1082,1082,51030,B,False,1249
510300000B0008,8,51030,B,False,555
510300000B1237,1237,51030,B,False,236
510300000B0014,14,51030,B,False,641
510300000B0012,12,51030,B,False,2241
510300000B0011,11,51030,B,False,601
510300000B0010,10,51030,B,False,521
510300000B0009,9,51030,B,False,581
510300000B1275,1275,51030,B,False,4616
510300000B0028,28,51030,B,False,10
510300000B0007,7,51030,B,False,1424
510300000B0029,29,51030,B,False,102
510300000B0016,16,51030,B,False,1918
510300000B1276,1276,51030,B,False,4447
510300000B0015,15,51030,B,False,642
510300000B0013,13,51030,B,False,1797
510300000B0030,30,51030,B,False,237
510300000B1326,1326,51030,B,False,219
510300000B0031,31,51030,B,False,219
510300000B1282,1282,51030,B,False,4718
510300000B1281,1281,51030,B,False,2536
510300000B1091,1091,51030,B,False,4108
510300000B1284,1284,51030,B,False,3312
510300000B1092,1092,51030,B,False,2389
510300000B1291,1291,51030,B,False,7204
510300000B1280,1280,51030,B,False,1498
510300000B1279,1279,51030,B,False,2469
510300000B1292,1292,51030,B,False,2627
510300000B1278,1278,51030,B,False,5493
510300000B0018,18,51030,B,False,775
510300000B1294,1294,51030,B,False,3996
510300000B1277,1277,51030,B,False,9073
510300000B1089,1089,51030,B,False,609
510300000B1086,1086,51030,B,False,1990
510300000B1283,1283,51030,B,False,64
510300000B1290,1290,51030,B,False,1225
510300000B1287,1287,51030,B,False,927
510300000B1285,1285,51030,B,False,29
510300000B1286,1286,51030,B,False,1
510300000B1293,1293,51030,B,False,294
510300000B1295,1295,51030,B,False,688
510300000B1085,1085,51030,B,False,766
510300000B0001,1,51030,B,False,656
510300000B0276,276,51030,B,False,10107
510300000B0495,495,51030,B,False,979
510300000B0490,490,51030,B,False,2883
510300000B0499,499,51030,B,False,1593
510300000B1125,1125,51030,B,False,150
510300000B0533,533,51030,B,False,162
510300000B0524,524,51030,B,False,842
510300000B0442,442,51030,B,False,3916
510300000B0500,500,51030,B,False,612
510300000B1262,1262,51030,B,False,45
510300000B1201,1201,51030,B,False,1687
510300000B1202,1202,51030,B,False,3682
510300000B0531,531,51030,B,False,1360
510300000B0535,535,51030,B,False,270
510300000B0536,536,51030,B,False,222
510300000B0537,537,51030,B,False,302
510300000B0538,538,51030,B,False,31
510300000B0540,540,51030,B,False,521
510300000B0529,529,51030,B,False,2469
510300000B0539,539,51030,B,False,237
510300000B0526,526,51030,B,False,5105
510300000B0541,541,51030,B,False,991
510300000B0527,527,51030,B,False,500
510300000B0532,532,51030,B,False,298
510300000B0523,523,51030,B,False,2075
510300000B0530,530,51030,B,False,647
510300000B0534,534,51030,B,False,439
510300000B0049,49,51030,B,False,355
510300000B0048,48,51030,B,False,284
510300000B0047,47,51030,B,False,1359
510300000B0050,50,51030,B,False,161
510300000B1076,1076,51030,B,False,900
510300000B1075,1075,51030,B,False,99
510300000B0051,51,51030,B,False,123
510300000B0045,45,51030,B,False,11
510300000B1029,1029,51030,B,False,383
510300000B1028,1028,51030,B,False,370
510300000B1072,1072,51030,B,False,264
510300000B1073,1073,51030,B,False,264
510300000B1046,1046,51030,B,False,299
510300000B0052,52,51030,B,False,136
510300000B1074,1074,51030,B,False,526
510300000B0043,43,51030,B,False,685
510300000B0042,42,51030,B,False,499
510300000B0041,41,51030,B,False,608
510300000B0040,40,51030,B,False,966
510300000B0053,53,51030,B,False,530
510300000B1382,1382,51030,B,False,608
510300000B1381,1381,51030,B,False,242
510300000B0039,39,51030,B,False,639
510300000B0057,57,51030,B,False,195
510300000B0058,58,51030,B,False,565
510300000B0059,59,51030,B,False,679
510300000B0054,54,51030,B,False,800
510300000B0061,61,51030,B,False,293
510300000B0063,63,51030,B,False,917
510300000B0128,128,51030,B,False,314
510300000B0060,60,51030,B,False,257
510300000B0062,62,51030,B,False,275
510300000B0056,56,51030,B,False,132
510300000B0064,64,51030,B,False,137
510300000B0065,65,51030,B,False,92
510300000B0066,66,51030,B,False,503
510300000B0070,70,51030,B,False,898
510300000B1313,1313,51030,B,False,200
510300000B1314,1314,51030,B,False,184
510300000B0094,94,51030,B,False,3483
510300000B0067,67,51030,B,False,143
510300000B0068,68,51030,B,False,214
510300000B0069,69,51030,B,False,168
510300000B1315,1315,51030,B,False,180
510300000B1316,1316,51030,B,False,125
510300000B0093,93,51030,B,False,1040
510300000B1320,1320,51030,B,False,178
510300000B1319,1319,51030,B,False,12
510300000B1317,1317,51030,B,False,33
510300000B0080,80,51030,B,False,256
510300000B1318,1318,51030,B,False,537
510300000B0079,79,51030,B,False,267
510300000B0098,98,51030,B,False,505
510300000B1166,1166,51030,B,False,133
510300000B0099,99,51030,B,False,550
510300000B1165,1165,51030,B,False,139
510300000B0102,102,51030,B,False,1031
510300000B0103,103,51030,B,False,265
510300000B0104,104,51030,B,False,620
510300000B0106,106,51030,B,False,186
510300000B0081,81,51030,B,False,267
510300000B0082,82,51030,B,False,133
510300000B0083,83,51030,B,False,133
510300000B0107,107,51030,B,False,525
510300000B0109,109,51030,B,False,281
510300000B0110,110,51030,B,False,2048
510300000B0111,111,51030,B,False,207
510300000B0105,105,51030,B,False,154
510300000B0085,85,51030,B,False,354
510300000B0092,92,51030,B,False,481
510300000B0108,108,51030,B,False,191
510300000B0112,112,51030,B,False,160
510300000B0113,113,51030,B,False,170
510300000B0114,114,51030,B,False,234
510300000B1032,1032,51030,B,False,129
510300000B1614,1614,51030,B,False,1255
510300000B1213,1213,51030,B,False,38
510300000B0119,119,51030,B,False,337
510300000B0091,91,51030,B,False,503
510300000B1216,1216,51030,B,False,864
510300000B0121,121,51030,B,False,198
510300000B0122,122,51030,B,False,355
510300000B0124,124,51030,B,False,645
510300000B0127,127,51030,B,False,810
510300000B0123,123,51030,B,False,342
510300000B0126,126,51030,B,False,292
510300000B0133,133,51030,B,False,222
510300000B0129,129,51030,B,False,104
510300000B0125,125,51030,B,False,307
510300000B0130,130,51030,B,False,203
510300000B0132,132,51030,B,False,231
510300000B0134,134,51030,B,False,244
510300000B1173,1173,51030,B,False,769
510300000B0135,135,51030,B,False,361
510300000B0131,131,51030,B,False,164
510300000B1175,1175,51030,B,False,81
510300000B1174,1174,51030,B,False,556
510300000B1177,1177,51030,B,False,254
510300000B0136,136,51030,B,False,127
510300000B0137,137,51030,B,False,173
510300000B1176,1176,51030,B,False,71
510300000B0139,139,51030,B,False,497
510300000B0143,143,51030,B,False,195
510300000B0142,142,51030,B,False,448
510300000B0158,158,51030,B,False,172
510300000B0140,140,51030,B,False,189
510300000B0157,157,51030,B,False,175
510300000B0156,156,51030,B,False,228
510300000B0141,141,51030,B,False,267
510300000B1137,1137,51030,B,False,1727
510300000B0248,248,51030,B,False,2298
510300000B0155,155,51030,B,False,103
510300000B0154,154,51030,B,False,152
510300000B0147,147,51030,B,False,269
510300000B0153,153,51030,B,False,160
510300000B1507,1507,51030,B,False,114
510300000B0152,152,51030,B,False,215
510300000B0148,148,51030,B,False,182
510300000B1511,1511,51030,B,False,163
510300000B1509,1509,51030,B,False,35
510300000B1136,1136,51030,B,False,124
510300000B1510,1510,51030,B,False,42
510300000B1329,1329,51030,B,False,22
510300000B1336,1336,51030,B,False,156
510300000B1332,1332,51030,B,False,127
510300000B1344,1344,51030,B,False,286
510300000B1337,1337,51030,B,False,1981
510300000B0162,162,51030,B,False,175
510300000B0166,166,51030,B,False,257
510300000B1334,1334,51030,B,False,67
510300000B1335,1335,51030,B,False,80
510300000B0163,163,51030,B,False,390
510300000B1338,1338,51030,B,False,226
510300000B0165,165,51030,B,False,142
510300000B0164,164,51030,B,False,241
510300000B0178,178,51030,B,False,121
510300000B1203,1203,51030,B,False,145
510300000B1341,1341,51030,B,False,27
510300000B1339,1339,51030,B,False,38
510300000B1340,1340,51030,B,False,360
510300000B1556,1556,51030,B,False,3142
510300000B1204,1204,51030,B,False,410
510300000B1343,1343,51030,B,False,113
510300000B0180,180,51030,B,False,169
510300000B1058,1058,51030,B,False,646
510300000B1205,1205,51030,B,False,150
510300000B1208,1208,51030,B,False,19
510300000B1206,1206,51030,B,False,285
510300000B1207,1207,51030,B,False,10
510300000B0184,184,51030,B,False,247
510300000B1184,1184,51030,B,False,309
510300000B0185,185,51030,B,False,123
510300000B1183,1183,51030,B,False,303
510300000B1186,1186,51030,B,False,310
510300000B1185,1185,51030,B,False,118
510300000B1270,1270,51030,B,False,1992
510300000B1079,1079,51030,B,False,321
510300000B1188,1188,51030,B,False,63
510300000B1190,1190,51030,B,False,381
510300000B1187,1187,51030,B,False,69
510300000B0192,192,51030,B,False,138
510300000B1189,1189,51030,B,False,291
510300000B0194,194,51030,B,False,222
510300000B1361,1361,51030,B,False,233
510300000B0199,199,51030,B,False,118
510300000B1192,1192,51030,B,False,938
510300000B0195,195,51030,B,False,219
510300000B1360,1360,51030,B,False,72
510300000B0196,196,51030,B,False,241
510300000B1363,1363,51030,B,False,56
510300000B0201,201,51030,B,False,170
510300000B1362,1362,51030,B,False,59
510300000B1533,1533,51030,B,False,1246
510300000B1191,1191,51030,B,False,124
510300000B0203,203,51030,B,False,476
510300000B1194,1194,51030,B,False,39
510300000B1193,1193,51030,B,False,98
510300000B1196,1196,51030,B,False,149
510300000B1535,1535,51030,B,False,609
510300000B1195,1195,51030,B,False,663
510300000B0208,208,51030,B,False,621
510300000B1365,1365,51030,B,False,306
510300000B1364,1364,51030,B,False,1921
510300000B0207,207,51030,B,False,416
510300000B1541,1541,51030,B,False,288
510300000B1539,1539,51030,B,False,3219
510300000B1540,1540,51030,B,False,376
510300000B0209,209,51030,B,False,271
510300000B0212,212,51030,B,False,415
510300000B0210,210,51030,B,False,161
510300000B0221,221,51030,B,False,409
510300000B0216,216,51030,B,False,165
510300000B0211,211,51030,B,False,169
510300000B0213,213,51030,B,False,329
510300000B0214,214,51030,B,False,960
510300000B0493,493,51030,B,False,173
510300000B0492,492,51030,B,False,423
510300000B1606,1606,51030,B,False,9350
510300000B0491,491,51030,B,False,16
510300000B1415,1415,51030,B,False,701
510300000B0305,305,51030,B,False,297
510300000B0494,494,51030,B,False,173
510300000B0496,496,51030,B,False,224
510300000B1405,1405,51030,B,False,119
510300000B1414,1414,51030,B,False,647
510300000B1406,1406,51030,B,False,185
510300000B1407,1407,51030,B,False,311
510300000B0497,497,51030,B,False,461
510300000B1413,1413,51030,B,False,108
510300000B1408,1408,51030,B,False,59
510300000B1412,1412,51030,B,False,263
510300000B1409,1409,51030,B,False,328
510300000B1416,1416,51030,B,False,68
510300000B0487,487,51030,B,False,1290
510300000B0489,489,51030,B,False,502
510300000B0301,301,51030,B,False,370
510300000B1120,1120,51030,B,False,421
510300000B1121,1121,51030,B,False,195
510300000B0488,488,51030,B,False,258
510300000B0498,498,51030,B,False,674
510300000B1726,1726,51030,B,False,129
510300000B0455,455,51030,B,False,163
510300000B0454,454,51030,B,False,267
510300000B0339,339,51030,B,False,326
510300000B0338,338,51030,B,False,211
510300000B0451,451,51030,B,False,402
510300000B0450,450,51030,B,False,258
510300000B0420,420,51030,B,False,530
510300000B0337,337,51030,B,False,60
510300000B0336,336,51030,B,False,58
510300000B0452,452,51030,B,False,260
510300000B0453,453,51030,B,False,392
510300000B0407,407,51030,B,False,919
510300000B0408,408,51030,B,False,310
510300000B0446,446,51030,B,False,897
510300000B1053,1053,51030,B,False,1020
510300000B0409,409,51030,B,False,307
510300000B0401,401,51030,B,False,329
510300000B1403,1403,51030,B,False,571
510300000B0410,410,51030,B,False,311
510300000B1399,1399,51030,B,False,518
510300000B1369,1369,51030,B,False,220
510300000B1368,1368,51030,B,False,201
510300000B1054,1054,51030,B,False,155
510300000B0411,411,51030,B,False,120
510300000B1401,1401,51030,B,False,32
510300000B1404,1404,51030,B,False,3
510300000B1402,1402,51030,B,False,682
510300000B1400,1400,51030,B,False,29
510300000B1417,1417,51030,B,False,22
510300000B1411,1411,51030,B,False,147
510300000B1410,1410,51030,B,False,42
510300000B1122,1122,51030,B,False,11
510300000B1123,1123,51030,B,False,5
510300000B0412,412,51030,B,False,115
510300000B0299,299,51030,B,False,185
510300000B0300,300,51030,B,False,170
510300000B0438,438,51030,B,False,305
510300000B0486,486,51030,B,False,783
510300000B0485,485,51030,B,False,63
510300000B0506,506,51030,B,False,632
510300000B0505,505,51030,B,False,186
510300000B0504,504,51030,B,False,131
510300000B0484,484,51030,B,False,486
510300000B0483,483,51030,B,False,721
510300000B0502,502,51030,B,False,545
510300000B0503,503,51030,B,False,187
510300000B0482,482,51030,B,False,303
510300000B0481,481,51030,B,False,97
510300000B0507,507,51030,B,False,444
510300000B1217,1217,51030,B,False,166
510300000B1033,1033,51030,B,False,142
510300000B1218,1218,51030,B,False,90
510300000B1616,1616,51030,B,False,779
510300000B1615,1615,51030,B,False,23
510300000B0510,510,51030,B,False,223
510300000B0509,509,51030,B,False,205
510300000B0511,511,51030,B,False,316
510300000B1222,1222,51030,B,False,367
510300000B0478,478,51030,B,False,121
510300000B0436,436,51030,B,False,290
510300000B0284,284,51030,B,False,127
510300000B0479,479,51030,B,False,237
510300000B1221,1221,51030,B,False,20
510300000B1617,1617,51030,B,False,3
510300000B0286,286,51030,B,False,75
510300000B1618,1618,51030,B,False,2
510300000B1620,1620,51030,B,False,450
510300000B1619,1619,51030,B,False,38
510300000B0477,477,51030,B,False,139
510300000B0435,435,51030,B,False,419
510300000B1224,1224,51030,B,False,40
510300000B0285,285,51030,B,False,293
510300000B0287,287,51030,B,False,122
510300000B1223,1223,51030,B,False,33
510300000B0512,512,51030,B,False,312
510300000B0320,320,51030,B,False,90
510300000B0475,475,51030,B,False,203
510300000B0321,321,51030,B,False,222
510300000B0476,476,51030,B,False,78
510300000B0326,326,51030,B,False,372
510300000B0414,414,51030,B,False,292
510300000B0473,473,51030,B,False,437
510300000B0325,325,51030,B,False,345
510300000B0516,516,51030,B,False,350
510300000B0515,515,51030,B,False,227
510300000B0322,322,51030,B,False,147
510300000B0474,474,51030,B,False,816
510300000B0514,514,51030,B,False,320
510300000B0323,323,51030,B,False,128
510300000B0327,327,51030,B,False,1085
510300000B0416,416,51030,B,False,121
510300000B0520,520,51030,B,False,651
510300000B0521,521,51030,B,False,728
510300000B0324,324,51030,B,False,132
510300000B0328,328,51030,B,False,115
510300000B0472,472,51030,B,False,163
510300000B0517,517,51030,B,False,204
510300000B0331,331,51030,B,False,814
510300000B0470,470,51030,B,False,188
510300000B0471,471,51030,B,False,268
510300000B0415,415,51030,B,False,115
510300000B0329,329,51030,B,False,214
510300000B0468,468,51030,B,False,335
510300000B0354,354,51030,B,False,875
510300000B0433,433,51030,B,False,158
510300000B0469,469,51030,B,False,303
510300000B1621,1621,51030,B,False,72
510300000B1622,1622,51030,B,False,285
510300000B0330,330,51030,B,False,84
510300000B1623,1623,51030,B,False,179
510300000B0518,518,51030,B,False,354
510300000B0417,417,51030,B,False,353
510300000B0346,346,51030,B,False,287
510300000B1624,1624,51030,B,False,52
510300000B1226,1226,51030,B,False,11
510300000B1625,1625,51030,B,False,168
510300000B0465,465,51030,B,False,141
510300000B1228,1228,51030,B,False,52
510300000B1627,1627,51030,B,False,400
510300000B0519,519,51030,B,False,481
510300000B0461,461,51030,B,False,180
510300000B1626,1626,51030,B,False,63
510300000B0462,462,51030,B,False,903
510300000B0434,434,51030,B,False,295
510300000B0460,460,51030,B,False,352
510300000B0463,463,51030,B,False,241
510300000B1628,1628,51030,B,False,461
510300000B0332,332,51030,B,False,410
510300000B0431,431,51030,B,False,1710
510300000B0458,458,51030,B,False,167
510300000B0343,343,51030,B,False,137
510300000B0459,459,51030,B,False,177
510300000B0342,342,51030,B,False,127
510300000B0432,432,51030,B,False,200
510300000B0457,457,51030,B,False,150
510300000B0333,333,51030,B,False,125
510300000B0448,448,51030,B,False,205
510300000B0341,341,51030,B,False,297
510300000B0447,447,51030,B,False,130
510300000B0419,419,51030,B,False,201
510300000B0449,449,51030,B,False,388
510300000B0334,334,51030,B,False,125
510300000B0456,456,51030,B,False,484
510300000B0340,340,51030,B,False,303
510300000B0335,335,51030,B,False,290
510300000B1720,1720,51030,B,False,206
510300000B1722,1722,51030,B,False,156
510300000B1723,1723,51030,B,False,12
510300000B1725,1725,51030,B,False,580
510300000B1727,1727,51030,B,False,117
510300000B1857,1857,51030,B,True,65
510300000B1846,1846,51030,B,True,119
510300000B1845,1845,51030,B,True,489
510300000B1844,1844,51030,B,True,12
510300000B1859,1859,51030,B,True,12
510300000B1855,1855,51030,B,True,115
510300000B1852,1852,51030,B,True,234
510300000B1848,1848,51030,B,True,60
510300000B1850,1850,51030,B,True,38
510300000B1849,1849,51030,B,True,119
510300000B1851,1851,51030,B,True,71
510300000B1854,1854,51030,B,True,3
510300000B1853,1853,51030,B,True,39
510300000B1866,1866,51030,B,True,104
510300000B1856,1856,51030,B,True,181
510300000B1867,1867,51030,B,True,370
510300000B1858,1858,51030,B,True,296
510300000B1860,1860,51030,B,True,161
510300000B1861,1861,51030,B,True,338
510300000B1862,1862,51030,B,True,49
510300000B1863,1863,51030,B,True,587
510300000B1864,1864,51030,B,True,902
510300000B1865,1865,51030,B,True,472
510300000B1869,1869,51030,B,True,2
510300000B1868,1868,51030,B,True,854
510300000B1870,1870,51030,B,True,11
510300000B1871,1871,51030,B,True,4
510300000B1872,1872,51030,B,True,7
510300000B1873,1873,51030,B,True,16
510300000B1874,1874,51030,B,True,11
510300000B1875,1875,51030,B,True,18
510300000B0423,423,51030,B,False,174
510300000B0422,422,51030,B,False,123
510300000B0424,424,51030,B,False,480
510300000B0425,425,51030,B,False,831
510300000B0430,430,51030,B,False,420
510300000B0427,427,51030,B,False,594
510300000B0429,429,51030,B,False,347
510300000B0428,428,51030,B,False,158
510300000B1397,1397,51030,B,False,448
510300000B0250,250,51030,B,False,3306
510300000B1646,1646,51030,B,False,371
510300000B1396,1396,51030,B,False,31
510300000B1395,1395,51030,B,False,247
510300000B0035,35,51030,B,False,385
510300000B1398,1398,51030,B,False,18
510300000B0075,75,51030,B,False,247
510300000B0074,74,51030,B,False,779
510300000B0073,73,51030,B,False,296
510300000B0072,72,51030,B,False,425
510300000B0071,71,51030,B,False,492
510300000B0077,77,51030,B,False,413
510300000B0076,76,51030,B,False,204
510300000B0078,78,51030,B,False,125
510300000B0084,84,51030,B,False,134
510300000B0086,86,51030,B,False,74
510300000B0087,87,51030,B,False,299
510300000B0088,88,51030,B,False,273
510300000B0089,89,51030,B,False,310
510300000B0090,90,51030,B,False,163
510300000B0145,145,51030,B,False,706
510300000B0146,146,51030,B,False,233
510300000B0249,249,51030,B,False,1068
510300000B0150,150,51030,B,False,197
510300000B0149,149,51030,B,False,204
510300000B0170,170,51030,B,False,159
510300000B1512,1512,51030,B,False,27
510300000B1508,1508,51030,B,False,2
510300000B1506,1506,51030,B,False,1
510300000B1513,1513,51030,B,False,113
510300000B1515,1515,51030,B,False,16
510300000B1514,1514,51030,B,False,187
510300000B1516,1516,51030,B,False,25
510300000B1517,1517,51030,B,False,56
510300000B1331,1331,51030,B,False,1
510300000B1132,1132,51030,B,False,3
510300000B1333,1333,51030,B,False,18
510300000B1133,1133,51030,B,False,25
510300000B0173,173,51030,B,False,546
510300000B0177,177,51030,B,False,184
510300000B1342,1342,51030,B,False,3
510300000B0174,174,51030,B,False,134
510300000B0176,176,51030,B,False,184
510300000B0175,175,51030,B,False,726
510300000B0186,186,51030,B,False,134
510300000B0187,187,51030,B,False,174
510300000B0188,188,51030,B,False,68
510300000B0193,193,51030,B,False,132
510300000B0238,238,51030,B,False,170
510300000B0237,237,51030,B,False,116
510300000B0236,236,51030,B,False,122
510300000B0235,235,51030,B,False,190
510300000B0202,202,51030,B,False,104
510300000B1543,1543,51030,B,False,355
510300000B1542,1542,51030,B,False,65
510300000B1534,1534,51030,B,False,27
510300000B1536,1536,51030,B,False,409
510300000B1537,1537,51030,B,False,67
510300000B1544,1544,51030,B,False,67
510300000B1538,1538,51030,B,False,33
510300000B0220,220,51030,B,False,170
510300000B0222,222,51030,B,False,143
510300000B0219,219,51030,B,False,180
510300000B0223,223,51030,B,False,212
510300000B0226,226,51030,B,False,115
510300000B0224,224,51030,B,False,123
510300000B0227,227,51030,B,False,202
510300000B0218,218,51030,B,False,132
510300000B0230,230,51030,B,False,106
510300000B0217,217,51030,B,False,159
510300000B0225,225,51030,B,False,128
510300000B0228,228,51030,B,False,195
510300000B0229,229,51030,B,False,140
510300000B0251,251,51030,B,False,2533
510300000B0260,260,51030,B,False,410
510300000B0252,252,51030,B,False,163
510300000B0378,378,51030,B,False,175
510300000B0371,371,51030,B,False,146
510300000B0384,384,51030,B,False,340
510300000B0386,386,51030,B,False,329
510300000B0383,383,51030,B,False,195
510300000B0387,387,51030,B,False,90
510300000B0388,388,51030,B,False,226
510300000B0382,382,51030,B,False,193
510300000B0381,381,51030,B,False,331
510300000B0373,373,51030,B,False,191
510300000B0380,380,51030,B,False,1000
510300000B0406,406,51030,B,False,203
510300000B0389,389,51030,B,False,226
510300000B0374,374,51030,B,False,622
510300000B0375,375,51030,B,False,368
510300000B0405,405,51030,B,False,254
510300000B0390,390,51030,B,False,179
510300000B0391,391,51030,B,False,434
510300000B0385,385,51030,B,False,300
510300000B0376,376,51030,B,False,202
510300000B0404,404,51030,B,False,261
510300000B0402,402,51030,B,False,112
510300000B0403,403,51030,B,False,150
510300000B1482,1482,51030,B,False,168
510300000B0393,393,51030,B,False,193
510300000B1371,1371,51030,B,False,186
510300000B1370,1370,51030,B,False,7
510300000B1483,1483,51030,B,False,147
510300000B1484,1484,51030,B,False,2858
510300000B1372,1372,51030,B,False,3
510300000B1485,1485,51030,B,False,2690
510300000B1376,1376,51030,B,False,317
510300000B1300,1300,51030,B,False,318
510300000B1373,1373,51030,B,False,10
510300000B0413,413,51030,B,False,228
510300000B1374,1374,51030,B,False,40
510300000B1367,1367,51030,B,False,246
510300000B0398,398,51030,B,False,187
510300000B1481,1481,51030,B,False,2405
510300000B0273,273,51030,B,False,66
510300000B1366,1366,51030,B,False,747
510300000B0270,270,51030,B,False,207
510300000B0281,281,51030,B,False,146
510300000B0397,397,51030,B,False,145
510300000B0275,275,51030,B,False,116
510300000B0283,283,51030,B,False,125
510300000B0278,278,51030,B,False,125
510300000B0277,277,51030,B,False,174
510300000B0361,361,51030,B,False,572
510300000B0363,363,51030,B,False,173
510300000B0364,364,51030,B,False,269
510300000B0365,365,51030,B,False,116
510300000B0366,366,51030,B,False,875
510300000B0367,367,51030,B,False,191
510300000B0355,355,51030,B,False,502
510300000B0368,368,51030,B,False,201
510300000B0347,347,51030,B,False,112
510300000B0418,418,51030,B,False,181
510300000B0353,353,51030,B,False,190
510300000B0348,348,51030,B,False,366
510300000B0360,360,51030,B,False,133
510300000B0344,344,51030,B,False,71
510300000B0359,359,51030,B,False,142
510300000B0369,369,51030,B,False,267
510300000B0356,356,51030,B,False,165
510300000B0362,362,51030,B,False,311
510300000B0349,349,51030,B,False,169
510300000B0352,352,51030,B,False,207
510300000B0372,372,51030,B,False,317
510300000B0358,358,51030,B,False,503
510300000B0350,350,51030,B,False,167
510300000B0357,357,51030,B,False,325
510300000B0351,351,51030,B,False,440
510300000B0370,370,51030,B,False,142
510300000B0377,377,51030,B,False,362
510300000B0379,379,51030,B,False,480
510300000B0421,421,51030,B,False,190
510300000B1847,1847,51030,B,True,1
510300000B0426,426,51030,B,False,333
510300000B1823,1823,51030,B,False,15960
510300000B0845,845,51030,B,False,12158
510300000B1650,1650,51030,B,False,4874
510300000B1816,1816,51030,B,False,26238
510300000B1821,1821,51030,B,False,247
510300000B0846,846,51030,B,False,18397
510300000B1703,1703,51030,B,False,3728
510300000B1693,1693,51030,B,False,7976
510300000B1879,1879,51030,B,False,15244
510300000B1718,1718,51030,B,False,9241
510300000B1308,1308,51030,B,False,1672
510300000B1164,1164,51030,B,False,2960
510300000B1528,1528,51030,B,False,107
510300000B1688,1688,51030,B,False,869
510300000B1661,1661,51030,B,False,1249
510300000B1662,1662,51030,B,False,5840
510300000B1663,1663,51030,B,False,927
510300000B0841,841,51030,B,False,8798
510300000B1658,1658,51030,B,False,5100
510300000B0826,826,51030,B,False,189
510300000B1702,1702,51030,B,True,554
510300000B1701,1701,51030,B,False,1443
510300000B0818,818,51030,B,False,851
510300000B1161,1161,51030,B,False,1317
510300000B0820,820,51030,B,False,1706
510300000B0822,822,51030,B,False,1008
510300000B0821,821,51030,B,False,500
510300000B0806,806,51030,B,False,10791
510300000B1548,1548,51030,B,False,1580
510300000B1267,1267,51030,B,False,1220
510300000B1159,1159,51030,B,False,6
510300000B1160,1160,51030,B,False,21
510300000B1162,1162,51030,B,False,18
510300000B1268,1268,51030,B,False,614
510300000B1156,1156,51030,B,False,3
510300000B1312,1312,51030,B,False,336
510300000B0811,811,51030,B,False,1052
510300000B1042,1042,51030,B,False,1630
510300000B1660,1660,51030,B,False,317
510300000B0829,829,51030,B,False,27
510300000B0830,830,51030,B,False,818
510300000B1655,1655,51030,B,False,286
510300000B0827,827,51030,B,False,176
510300000B1654,1654,51030,B,False,452
510300000B1708,1708,51030,B,False,5118
510300000B1707,1707,51030,B,False,200
510300000B1716,1716,51030,B,False,24
510300000B1714,1714,51030,B,False,332
510300000B1713,1713,51030,B,False,597
510300000B1715,1715,51030,B,False,17
510300000B1709,1709,51030,B,False,232
510300000B1712,1712,51030,B,False,121
510300000B1710,1710,51030,B,False,127
510300000B1711,1711,51030,B,False,160
510300000B1778,1778,51030,B,False,4234
510300000B1779,1779,51030,B,False,895
510300000B0930,930,51030,B,False,1753
510300000B0931,931,51030,B,False,2000
510300000B0926,926,51030,B,False,1815
510300000B1127,1127,51030,B,False,2059
510300000B0923,923,51030,B,False,4599
510300000B1531,1531,51030,B,False,2791
510300000B1478,1478,51030,B,False,5757
510300000B1777,1777,51030,B,False,3051
510300000B0877,877,51030,B,False,827
510300000B0882,882,51030,B,False,645
510300000B1355,1355,51030,B,False,1869
510300000B1462,1462,51030,B,False,222
510300000B1461,1461,51030,B,False,1022
510300000B1358,1358,51030,B,False,1308
510300000B1503,1503,51030,B,False,305
510300000B0848,848,51030,B,False,5498
510300000B1504,1504,51030,B,False,1321
510300000B0849,849,51030,B,False,2767
510300000B1501,1501,51030,B,False,66
510300000B1307,1307,51030,B,False,270
510300000B0915,915,51030,B,False,6048
510300000B1505,1505,51030,B,False,363
510300000B1492,1492,51030,B,False,334
510300000B0909,909,51030,B,False,909
510300000B1526,1526,51030,B,False,222
510300000B1647,1647,51030,B,False,301
510300000B1665,1665,51030,B,False,245
510300000B1553,1553,51030,B,False,7285
510300000B1666,1666,51030,B,False,2410
510300000B1026,1026,51030,B,False,423
510300000B1781,1781,51030,B,False,1025
510300000B1819,1819,51030,B,False,3947
510300000B1831,1831,51030,B,False,1291
510300000B0844,844,51030,B,False,17
510300000B0847,847,51030,B,False,2255
510300000B1263,1263,51030,B,False,2592
510300000B1266,1266,51030,B,False,311
510300000B0610,610,51030,B,False,361
510300000B1589,1589,51030,B,False,4360
510300000B0611,611,51030,B,False,1482
510300000B0612,612,51030,B,False,744
510300000B0842,842,51030,B,False,43
510300000B0614,614,51030,B,False,1322
510300000B1590,1590,51030,B,False,1834
510300000B1488,1488,51030,B,False,2205
510300000B0840,840,51030,B,False,5152
510300000B1664,1664,51030,B,False,1222
510300000B1687,1687,51030,B,False,3524
510300000B0800,800,51030,B,False,10551
510300000B0832,832,51030,B,False,356
510300000B0831,831,51030,B,False,360
510300000B1652,1652,51030,B,False,421
510300000B0824,824,51030,B,False,41
510300000B1651,1651,51030,B,False,151
510300000B0789,789,51030,B,False,869
510300000B1877,1877,51030,B,False,507
510300000B0805,805,51030,B,False,7219
510300000B0839,839,51030,B,False,1611
510300000B1549,1549,51030,B,False,65
